PC6,traffic_area,built_up_area,semi_built_up_area,recreational_area,agrarian_area,forest_nature_are,water_body_area
1063GM,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063GN,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063GP,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063GR,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063GS,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063GT,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063GV,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063GW,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063GX,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063GZ,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HA,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HB,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HC,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HD,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HH,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HJ,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HK,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HL,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HM,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HN,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HP,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HR,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HS,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HT,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HV,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HW,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HX,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063HZ,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JA,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JB,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JC,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JD,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JE,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JG,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JH,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JJ,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JK,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JL,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JM,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JN,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063JP,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JR,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JS,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JT,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JV,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JW,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063JX,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063JZ,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KA,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KB,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KC,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KD,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KE,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KG,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KH,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KJ,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KK,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KP,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KR,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063KS,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063KT,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063KV,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063KW,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063KX,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063KZ,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LA,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LB,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LC,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LD,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LE,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LG,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LH,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LJ,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LK,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LL,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LM,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LN,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LP,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LR,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LS,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LT,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LV,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LW,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LX,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063LZ,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063MA,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063MB,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063MC,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063MD,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ME,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063MG,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063MH,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063MJ,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063MK,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ML,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063NA,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NB,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NC,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063ND,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NE,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NG,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NH,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NJ,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NK,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NL,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NM,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NN,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NP,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NR,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NS,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NT,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NV,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NW,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NX,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063NZ,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PA,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PB,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PC,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PD,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PE,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PG,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PJ,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PK,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PL,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PM,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PN,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PP,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PR,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PS,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PT,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PV,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063PW,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1063SR,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063ST,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063SV,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063SW,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063SX,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063SZ,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TA,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TB,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TC,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TD,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TE,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TG,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TH,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TJ,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TK,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TL,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TM,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TN,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TP,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TR,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TS,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063TT,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063TV,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063TW,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063TX,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063TZ,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063VA,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063VB,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VC,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VD,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VE,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VG,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VH,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VJ,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VK,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VL,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VM,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VN,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VP,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VR,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VS,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VT,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VV,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VW,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VX,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063VZ,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063XA,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063XB,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063XC,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063XD,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063XE,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063XG,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063XH,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063XJ,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063XK,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063XL,10.7795,49.8827,0.6497,4.7797,0.0,0.8891,3.0198
1063XM,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063XN,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063XP,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063XR,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063XS,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063XT,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063XV,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063XW,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063XX,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063XZ,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZA,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZB,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZC,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZD,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZE,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZG,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZH,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZJ,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZK,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZL,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZM,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZN,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZP,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZR,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZS,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZT,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZV,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZW,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZX,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1063ZZ,2.5368,17.7256,0.0,8.0824,0.0,0.0,3.172
1064AA,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AB,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064AC,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064AD,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064AE,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064AG,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064AH,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064AJ,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AK,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AL,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AM,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AN,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AP,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AR,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AS,4.62875,27.4362,0.69915,4.4706,0.0,0.0,4.58195
1064AT,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AV,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AW,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AX,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064AZ,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BA,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BB,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BC,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BD,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BE,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BG,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BH,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064BJ,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064BK,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064BL,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064BM,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BN,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BP,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BR,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BS,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BT,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BV,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BW,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BX,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064BZ,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064CA,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064CB,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064CC,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064CD,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064CE,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064CG,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064CH,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064CJ,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064CK,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064CL,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064CM,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064CN,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064CP,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064CR,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064CS,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064CT,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064CV,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064CW,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064CX,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064CZ,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064DA,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064DB,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064DC,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064DD,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064DE,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064DG,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064DH,3.7915,10.2618,0.91825,34.28295,0.0,0.0,23.9328
1064DJ,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064DK,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064DL,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064DM,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064EA,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064EB,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064EC,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064ED,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064EE,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064EG,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064EH,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064EJ,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064EK,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064EL,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064EM,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064EN,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064EP,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064ER,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064ES,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064ET,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064EV,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064EW,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064EX,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064EZ,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064GA,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064GB,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GC,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GD,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GE,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GG,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GH,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GJ,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GK,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GL,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GM,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GN,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GP,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GR,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GS,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GV,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064GW,2.0601,0.1773,0.4382,61.0668,0.0,0.0,42.4271
1064GX,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064HB,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064HC,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064HD,3.7346,34.5261,0.0,1.4421,0.0,0.0,3.7254
1064KJ,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064KK,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064KS,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064KT,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064KV,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064KW,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LD,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LE,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LG,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LH,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LJ,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LK,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LL,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LM,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LN,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LP,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LR,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LS,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LT,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LV,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LW,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LX,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064LZ,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064MB,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064MC,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064MD,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064ME,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064MG,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064MH,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1064MJ,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1064MK,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1064ML,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1064MN,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1064MP,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1064MR,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1064MS,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1064MT,3.5596,27.9301,0.0,2.1711,0.0,0.0,2.2551
1064MV,5.5229,20.3463,1.3983,7.4991,0.0,0.0,5.4385
1064NA,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
1064NB,1.8505,28.8231,0.0,0.5053,0.0,0.0,0.8792
