PC6,traffic_area,built_up_area,semi_built_up_area,recreational_area,agrarian_area,forest_nature_are,water_body_area
1025KE,1.2458,23.5973,0.0,1.8959,0.0,0.0,1.5174
1025KG,1.2458,23.5973,0.0,1.8959,0.0,0.0,1.5174
1025KH,1.2458,23.5973,0.0,1.8959,0.0,0.0,1.5174
1025KJ,1.2458,23.5973,0.0,1.8959,0.0,0.0,1.5174
1025KK,1.2458,23.5973,0.0,1.8959,0.0,0.0,1.5174
1025KL,1.2458,23.5973,0.0,1.8959,0.0,0.0,1.5174
1025KM,2.7308,12.329,0.0,0.0,0.0,0.0,0.5721
1025KN,2.7308,12.329,0.0,0.0,0.0,0.0,0.5721
1025KP,2.7308,12.329,0.0,0.0,0.0,0.0,0.5721
1025KR,2.7308,12.329,0.0,0.0,0.0,0.0,0.5721
1025KS,2.7308,12.329,0.0,0.0,0.0,0.0,0.5721
1025KT,2.7308,12.329,0.0,0.0,0.0,0.0,0.5721
1025KV,2.7308,12.329,0.0,0.0,0.0,0.0,0.5721
1025KW,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025KX,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LA,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LB,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LC,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LD,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LE,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LG,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LH,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LJ,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LK,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LL,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LM,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LN,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LP,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LR,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LS,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LT,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LV,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LW,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LX,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025LZ,0.34635000000000005,7.39805,0.0,3.9879000000000002,0.0,11.99385,1.90965
1025MB,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025MC,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ME,2.2698,19.7456,0.0,0.4076,0.0,0.0,1.3442
1025MG,2.2698,19.7456,0.0,0.4076,0.0,0.0,1.3442
1025MH,2.2698,19.7456,0.0,0.4076,0.0,0.0,1.3442
1025MJ,2.2698,19.7456,0.0,0.4076,0.0,0.0,1.3442
1025MK,2.2698,19.7456,0.0,0.4076,0.0,0.0,1.3442
1025ML,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969
1025MN,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969
1025MP,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969
1025MR,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969
1025MS,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969
1025MT,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969
1025MV,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969
1025MX,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969
1025MZ,8.2368,18.0356,13.9187,2.8282,0.0,2.395,5.4969
1025NA,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NB,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NC,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025ND,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NE,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NG,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NH,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NJ,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NK,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NL,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NM,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NN,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NP,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NR,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NS,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NT,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NV,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NX,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025NZ,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PA,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PB,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PC,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PD,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PE,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PG,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PH,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PJ,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PK,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PL,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PM,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PN,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PP,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PR,0.50575,12.8611,0.0,0.0224,0.0,0.02365,1.1228500000000001
1025PS,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PT,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PV,0.50575,12.8611,0.0,0.0224,0.0,0.02365,1.1228500000000001
1025PW,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PX,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025PZ,1.2458,23.5973,0.0,1.8959,0.0,0.0,1.5174
1025RA,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RB,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RC,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RD,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RE,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RG,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RH,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RJ,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RK,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RL,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RM,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RN,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RP,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RR,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RS,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RT,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RV,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025RW,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025RX,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025RZ,2.2698,19.7456,0.0,0.4076,0.0,0.0,1.3442
1025SB,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SC,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SE,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SG,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SH,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SJ,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SK,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SL,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SM,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SN,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SP,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SR,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025ST,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SV,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SW,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SX,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025SZ,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TA,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TB,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TC,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TD,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TE,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TG,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TH,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TJ,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TK,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TL,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TM,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TN,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TP,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TR,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TS,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TT,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TV,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TW,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TX,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025TZ,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VA,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VB,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VC,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VD,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VE,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VG,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VH,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VJ,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VK,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VL,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VM,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VN,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VP,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VR,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025VS,1.0403,1.9498,0.0,0.7997,0.0,0.0,0.1091
1025VV,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025VW,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025VX,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025VZ,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025WB,0.5489,1.8042,0.0,0.088,0.0,0.0,0.2433
1025WC,0.5489,1.8042,0.0,0.088,0.0,0.0,0.2433
1025WD,3.7632499999999998,5.9267,0.0,5.9593,0.0,0.0,1.6366
1025WE,3.7632499999999998,5.9267,0.0,5.9593,0.0,0.0,1.6366
1025WH,4.2773,6.974066666666666,7.255133333333333,7.0278,0.0,0.7983333333333333,2.3568000000000002
1025WJ,1.0403,1.9498,0.0,0.7997,0.0,0.0,0.1091
1025WK,3.5548,0.9368,7.8467,17.4555,0.0,0.0,1.4644
1025WL,3.5548,0.9368,7.8467,17.4555,0.0,0.0,1.4644
1025WM,3.5548,0.9368,7.8467,17.4555,0.0,0.0,1.4644
1025WN,6.9776,10.0492,0.0,11.8306,0.0,0.0,3.0299
1025WP,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025WR,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025WS,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025WT,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025WV,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025WX,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025WZ,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XA,0.2912,9.5885,0.0,0.0448,0.0,0.0473,1.8
1025XB,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XC,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XD,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XE,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XG,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XH,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XJ,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XK,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XL,4.067,10.2213,1.9297,0.0,0.0,0.0,0.8869
1025XM,3.8109,5.57905,4.8882,8.72775,0.0,0.0,1.17565
1025XN,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XP,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XR,2.9051,18.3758,0.0,1.3205,0.0,0.0,0.8412
1025XS,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025XT,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025XV,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025XW,0.7203,16.1337,0.0,0.0,0.0,0.0,0.4457
1025XX,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025XZ,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZA,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZB,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZC,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZD,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZE,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZG,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZH,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZJ,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZK,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZL,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZM,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZN,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZP,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZR,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZS,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZT,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZV,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZW,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZX,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1025ZZ,8.6679,20.7507,1.1752,11.7739,0.0,0.0,4.7727
1026BW,3.17985,0.0,0.0,16.9702,74.8857,0.0,3.2976
1026BX,6.20875,3.6053,0.99405,19.2441,102.6874,11.59815,218.10395
1026BZ,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CA,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CB,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CC,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CD,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CE,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CG,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CH,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CJ,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CK,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CL,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CM,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CN,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CP,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1026CR,7.7163,7.2106,1.9881,9.6176,203.3439,23.1963,434.9659
1027AA,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AC,16.2004,7.3495,0.0,57.8745,3.253,7.9171,9.1677
1027AD,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AE,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AG,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AH,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AJ,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AK,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AL,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AM,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AN,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AP,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AR,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AS,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AT,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AV,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AW,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027AX,1.6585,0.0,0.0,5.0698,147.7405,0.0,5.3532
1027AZ,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027BA,16.2004,7.3495,0.0,57.8745,3.253,7.9171,9.1677
1027EA,5.7552,1.0922,0.9937,33.5449,0.5659,1.9119,4.0635
1027ED,5.7552,1.0922,0.9937,33.5449,0.5659,1.9119,4.0635
1027EE,4.7012,0.0,0.0,28.8706,2.0309,0.0,1.242
1027EZ,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027GB,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027GC,17.7624,10.3787,0.0,50.3124,697.6089,67.949,42.4292
1027GE,16.2004,7.3495,0.0,57.8745,3.253,7.9171,9.1677
1028AX,15.48575,7.6968499999999995,3.63695,25.575049999999997,714.68595,43.45115,627.6919
1028AZ,15.48575,7.6968499999999995,3.63695,25.575049999999997,714.68595,43.45115,627.6919
1028BA,13.2091,5.015,7.2739,0.8377,731.763,18.9533,1212.9546
1028BB,13.2091,5.015,7.2739,0.8377,731.763,18.9533,1212.9546
1028BC,13.2091,5.015,7.2739,0.8377,731.763,18.9533,1212.9546
1028BD,13.2091,5.015,7.2739,0.8377,731.763,18.9533,1212.9546
1028BE,13.2091,5.015,7.2739,0.8377,731.763,18.9533,1212.9546
1028BG,13.2091,5.015,7.2739,0.8377,731.763,18.9533,1212.9546
1028BH,13.2091,5.015,7.2739,0.8377,731.763,18.9533,1212.9546
1028BJ,7.82365,5.9346499999999995,3.7231,0.9894000000000001,447.85360000000003,9.9048,632.3757
1028BK,2.4382,6.8543,0.1723,1.1411,163.9442,0.8563,51.7968
1028BL,2.4382,6.8543,0.1723,1.1411,163.9442,0.8563,51.7968
1028BM,2.4382,6.8543,0.1723,1.1411,163.9442,0.8563,51.7968
1028BN,2.4382,6.8543,0.1723,1.1411,163.9442,0.8563,51.7968
1028BP,2.4382,6.8543,0.1723,1.1411,163.9442,0.8563,51.7968
1028BR,2.4382,6.8543,0.1723,1.1411,163.9442,0.8563,51.7968
1028BS,2.4382,6.8543,0.1723,1.1411,163.9442,0.8563,51.7968
1028BT,2.4382,6.8543,0.1723,1.1411,163.9442,0.8563,51.7968
1028BV,2.4382,6.8543,0.1723,1.1411,163.9442,0.8563,51.7968
1031AA,3.74935,29.98395,0.0,8.56695,0.0,0.0,5.2297
1031AB,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AC,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AD,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AE,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AG,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AH,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AJ,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AK,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AL,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AM,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AN,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AP,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AR,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AS,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AT,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AV,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AW,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AX,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031AZ,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BA,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BB,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BC,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BD,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BE,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BG,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BH,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BJ,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BK,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BL,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BM,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BN,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BP,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BR,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BS,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BT,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BV,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BW,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BX,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031BZ,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CA,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CB,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CC,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CD,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CE,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CG,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CJ,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CK,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CL,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CN,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CP,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CR,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CS,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CT,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CV,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CW,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031CX,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031DA,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031DB,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EA,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EB,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EC,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031ED,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EE,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EG,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EH,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EJ,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EK,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EL,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EM,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EN,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EP,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031ER,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031ES,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031ET,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EV,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EW,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EX,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031EZ,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031GA,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031GB,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031GC,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031GD,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031GE,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031GG,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
1031GH,4.9964,39.2478,0.0,4.8882,0.0,0.0,8.8251
