,PC6,bus_count,metro_count,tram_count,number_of_charger,total_capacity,parking_count,traffic_area,built_up_area,semi_built_up_area,recreational_area,agrarian_area,forest_nature_are,water_body_area,December 2022_EV,December 2022_hybrid,2022_0_to_10,2022_10_to_20,2022_20_to_30,2022_20_to_30,2022_40_to_50,2019.0_household,2019.0_income_1_to_40_percent,2019.0_income_41_to_80_percent,2019.0_income_81_to_100_percent,2019.0_income_average,2019.0_assets_1_to_40_percent,2019.0_assets_41_to_80_percent,2019.0_assets_81_to_100_percent,2019.0_assets_average,2019.0_Gemiddelde SES WOA totaalscore
17662,1105AL,0.0,0.0,0.0,0.0,0.0,0.0,6.7013,26.9974,1.2155,0.0,0.0,0.0,1.094,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17663,1105AM,0.0,0.0,0.0,0.0,0.0,0.0,7.063,21.2897,3.3961,3.4603,0.0,0.0,2.3316,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17664,1105AN,0.0,0.0,0.0,0.0,0.0,0.0,6.7013,26.9974,1.2155,0.0,0.0,0.0,1.094,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17665,1105AP,0.0,0.0,0.0,0.0,0.0,0.0,6.7013,26.9974,1.2155,0.0,0.0,0.0,1.094,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17666,1105AR,0.0,0.0,0.0,0.0,0.0,0.0,6.7013,26.9974,1.2155,0.0,0.0,0.0,1.094,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17667,1105AV,0.0,0.0,0.0,0.0,0.0,0.0,7.063,21.2897,3.3961,3.4603,0.0,0.0,2.3316,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17668,1105AZ,0.0,0.0,0.0,0.0,0.0,0.0,5.6748,50.5451,9.5664,9.8927,0.0,0.0,4.4692,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17669,1105BA,0.0,0.0,0.0,0.0,0.0,0.0,5.6748,50.5451,9.5664,9.8927,0.0,0.0,4.4692,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17670,1105BD,0.0,0.0,0.0,0.0,0.0,0.0,5.6748,50.5451,9.5664,9.8927,0.0,0.0,4.4692,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17671,1105BG,0.0,0.0,0.0,0.0,0.0,0.0,7.063,21.2897,3.3961,3.4603,0.0,0.0,2.3316,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17672,1105BH,0.0,0.0,0.0,0.0,0.0,0.0,7.063,21.2897,3.3961,3.4603,0.0,0.0,2.3316,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17673,1105BK,0.0,0.0,0.0,0.0,0.0,0.0,5.6748,50.5451,9.5664,9.8927,0.0,0.0,4.4692,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17674,1105BP,0.0,0.0,0.0,0.0,0.0,0.0,7.063,21.2897,3.3961,3.4603,0.0,0.0,2.3316,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17675,1105BR,0.0,0.0,0.0,0.0,0.0,0.0,23.8873,7.111,0.0,111.5552,0.4207,4.2662,13.2932,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17676,1105BS,0.0,0.0,0.0,0.0,0.0,0.0,7.063,21.2897,3.3961,3.4603,0.0,0.0,2.3316,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17677,1105BT,0.0,0.0,0.0,0.0,0.0,0.0,7.063,21.2897,3.3961,3.4603,0.0,0.0,2.3316,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17678,1105BV,0.0,0.0,0.0,0.0,0.0,0.0,7.063,21.2897,3.3961,3.4603,0.0,0.0,2.3316,67.0,41.0,25.0,165.0,1800.0,1800.0,50.0,500.0,88.7,9.4,1.9,16.0,93.3,4.6,2.1,17.2,-0.706
17679,1106AD,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17680,1106AE,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17681,1106AG,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17682,1106AH,0.0,0.0,0.0,1.0,11.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17683,1106AM,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17684,1106AN,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17685,1106AP,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17686,1106AS,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17687,1106AV,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17688,1106AX,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17689,1106BA,0.0,0.0,0.0,2.0,22.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17690,1106BB,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17691,1106BC,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17692,1106BD,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17693,1106BE,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17694,1106BG,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17695,1106BH,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17696,1106BJ,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17697,1106BK,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17698,1106BM,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17699,1106BN,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17700,1106BP,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17701,1106BR,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17702,1106BS,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17703,1106BT,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17704,1106BV,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17705,1106BW,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17706,1106BX,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17707,1106BZ,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17708,1106CA,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17709,1106CB,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17710,1106CC,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17711,1106CD,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17712,1106CE,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17713,1106CG,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17714,1106CH,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17715,1106CJ,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17716,1106CK,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17717,1106CL,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17718,1106CM,0.0,0.0,0.0,0.0,0.0,0.0,2.7223,20.7161,0.0,0.6201,0.0,0.0,1.2397,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17719,1106CN,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17720,1106CP,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17721,1106CR,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17722,1106CS,0.0,0.0,0.0,1.0,11.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17723,1106CT,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17724,1106CV,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17725,1106CW,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17726,1106CX,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17727,1106CZ,0.0,0.0,0.0,1.0,11.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17728,1106DA,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17729,1106DB,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17730,1106DC,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17731,1106DD,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17732,1106DE,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17733,1106DG,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17734,1106DH,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17735,1106DJ,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17736,1106DK,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17737,1106DL,0.0,0.0,0.0,1.0,11.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17738,1106DM,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17739,1106DN,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17740,1106DP,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17741,1106DR,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17742,1106DS,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17743,1106DT,0.0,0.0,0.0,0.0,0.0,0.0,1.5497,28.7576,0.0,0.2494,0.0,0.0,1.3688,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17744,1106EA,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17745,1106EB,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17746,1106EC,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17747,1106ED,0.0,0.0,0.0,1.0,11.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17748,1106EE,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17749,1106EG,0.0,0.0,0.0,1.0,22.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17750,1106EH,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17751,1106EJ,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17752,1106EK,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17753,1106EL,0.0,0.0,0.0,1.0,22.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17754,1106EM,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17755,1106EN,0.0,0.0,0.0,2.0,22.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17756,1106EP,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17757,1106ER,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17758,1106ES,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
17759,1106ET,0.0,0.0,0.0,0.0,0.0,0.0,6.1344,32.2066,2.1136,22.0212,0.0,0.0,4.0866,74.0,46.0,1875.0,2250.0,2230.0,2230.0,2125.0,8700.0,56.6,32.7,10.6,39.7,64.2,27.1,8.8,35.9,-0.365
