,PC6,bus_count,metro_count,tram_count,parking_count,traffic_area,built_up_area,semi_built_up_area,recreational_area,agrarian_area,forest_nature_are,water_body_area,December 2022_EV,December 2022_hybrid,2022_0_to_10,2022_10_to_20,2022_20_to_30,2022_30_to_40,2022_40_to_50,2019.0_household,2019.0_income_1_to_40_percent,2019.0_income_41_to_80_percent,2019.0_income_81_to_100_percent,2019.0_income_average,2019.0_assets_1_to_40_percent,2019.0_assets_41_to_80_percent,2019.0_assets_81_to_100_percent,2019.0_assets_average,2019.0_Gemiddelde SES WOA totaalscore
5939,1054HL,0.0,0.0,0.0,0.0,0.9816,12.33305,0.0,0.0,0.0,0.0,0.7031499999999999,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5940,1054HM,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5941,1054HN,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5942,1054HP,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5943,1054HR,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5944,1054HS,0.0,0.0,0.0,0.0,1.3268,9.9417,0.0,1.2745,0.0,0.0,0.4645,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5945,1054HT,0.0,0.0,0.0,0.0,0.5338,7.6062,0.0,0.9689,0.0,0.0,0.0,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5946,1054HV,0.0,0.0,0.0,0.0,0.5338,7.6062,0.0,0.9689,0.0,0.0,0.0,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5947,1054HW,0.0,0.0,0.0,0.0,0.5338,7.6062,0.0,0.9689,0.0,0.0,0.0,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5948,1054HX,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5949,1054HZ,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5950,1054JA,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5951,1054JB,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5952,1054JC,0.0,0.0,0.0,0.0,0.48955,10.94285,0.0,0.0,0.0,0.0,0.40255,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5953,1054JD,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5954,1054JE,0.0,0.0,1.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5955,1054JG,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5956,1054JH,0.0,0.0,0.0,0.0,0.6748000000000001,11.5054,0.0,0.48445,0.0,0.0,0.28055,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5957,1054JJ,0.0,0.0,0.0,0.0,0.34855,7.04365,0.0,0.48445,0.0,0.0,0.122,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5958,1054JK,0.0,0.0,0.0,0.0,0.5338,7.6062,0.0,0.9689,0.0,0.0,0.0,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5959,1054JL,0.0,0.0,0.0,0.0,0.5338,7.6062,0.0,0.9689,0.0,0.0,0.0,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5960,1054JM,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5961,1054JN,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5962,1054JP,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5963,1054JR,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5964,1054JS,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5965,1054JT,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5966,1054JV,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5967,1054JW,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5968,1054JX,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5969,1054JZ,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5970,1054KA,0.0,0.0,0.0,0.0,0.8124,7.999700000000001,0.25515,0.5166999999999999,0.0,0.0,0.1025,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5971,1054KB,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5972,1054KC,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5973,1054KD,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5974,1054KE,0.0,0.0,1.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5975,1054KG,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5976,1054KH,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5977,1054KJ,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5978,1054KK,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5979,1054KL,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5980,1054KM,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5981,1054KN,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5982,1054KP,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5983,1054KR,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5984,1054KS,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5985,1054KT,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5986,1054KV,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5987,1054KW,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5988,1054KX,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5989,1054KZ,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5990,1054LA,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5991,1054LB,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5992,1054LC,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5993,1054LD,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5994,1054LE,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5995,1054LG,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5996,1054LH,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5997,1054LK,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5998,1054LL,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
5999,1054LM,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6000,1054LN,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6001,1054LP,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6002,1054LR,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6003,1054LS,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6004,1054LT,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6005,1054LV,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6006,1054LW,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6007,1054LX,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6008,1054LZ,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6009,1054MA,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6010,1054MB,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6011,1054MC,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6012,1054MD,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6013,1054ME,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6014,1054MG,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6015,1054MH,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6016,1054MJ,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6017,1054MK,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6018,1054ML,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6019,1054MN,0.0,0.0,0.0,0.0,0.682,17.8431,0.0,0.875,0.0,0.0,1.1933,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6020,1054MP,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6021,1054MR,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6022,1054MS,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6023,1054MT,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6024,1054MV,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6025,1054MX,0.0,0.0,0.0,0.0,0.1633,6.4811,0.0,0.0,0.0,0.0,0.244,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6026,1054NA,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6027,1054NB,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6028,1054NC,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6029,1054ND,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6030,1054NE,0.0,0.0,0.0,0.0,1.091,8.3932,0.5103,0.0645,0.0,0.0,0.205,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6031,1054NG,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6032,1054NJ,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6033,1054NK,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6034,1054NL,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6035,1054NM,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6036,1054PA,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6037,1054PG,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6038,1054PH,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6039,1054PJ,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6040,1054PL,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6041,1054PM,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6042,1054PN,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6043,1054PP,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
6044,1054PR,0.0,0.0,0.0,0.0,0.8158,15.4046,0.0,0.0,0.0,0.0,0.5611,132.0,139.0,1255.0,1095.0,3850.0,3830.0,2125.0,10200.0,37.5,29.1,33.4,55.1,47.8,25.6,26.7,49.0,0.17
