,PC6,bus_count,metro_count,tram_count,parking_count,traffic_area,built_up_area,semi_built_up_area,recreational_area,agrarian_area,forest_nature_are,water_body_area,December 2022_EV,December 2022_hybrid,2022_0_to_10,2022_10_to_20,2022_20_to_30,2022_30_to_40,2022_40_to_50,2019.0_household,2019.0_income_1_to_40_percent,2019.0_income_41_to_80_percent,2019.0_income_81_to_100_percent,2019.0_income_average,2019.0_assets_1_to_40_percent,2019.0_assets_41_to_80_percent,2019.0_assets_81_to_100_percent,2019.0_assets_average,2019.0_Gemiddelde SES WOA totaalscore
109,1011HT,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
110,1011HV,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
111,1011HW,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
112,1011HX,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
113,1011HZ,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
114,1011JA,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
115,1011JB,0.0,0.0,0.0,0.0,0.524,8.068200000000001,0.0,0.0,0.0,0.0,1.4455,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
116,1011JC,0.0,0.0,0.0,0.0,0.0,6.4217,0.0,0.0,0.0,0.0,1.6890999999999998,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
117,1011JD,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
118,1011JG,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
119,1011JH,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
120,1011JJ,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
121,1011JK,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
122,1011JL,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
123,1011JM,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
124,1011JN,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
125,1011JP,0.0,0.0,0.0,0.0,0.0,6.004,0.0,0.0,0.0,0.0,1.115,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
126,1011JR,0.0,0.0,0.0,0.0,0.0,6.004,0.0,0.0,0.0,0.0,1.115,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
127,1011JT,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
128,1011JV,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
129,1011JW,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
130,1011JX,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
131,1011JZ,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
132,1011KA,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
133,1011KB,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
134,1011KC,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
135,1011KD,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
136,1011KE,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
137,1011KH,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
138,1011KJ,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
139,1011KK,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
140,1011KM,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
141,1011KN,0.0,0.0,0.0,0.0,0.0,6.8394,0.0,0.0,0.0,0.0,2.2632,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
142,1011KP,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
143,1011KR,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
144,1011KS,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
145,1011KT,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
146,1011KV,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
147,1011KW,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
148,1011KZ,0.0,0.0,0.0,0.0,0.4505,4.864,0.0,0.0,0.0,0.0,2.4582,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
149,1011LA,0.0,0.0,0.0,0.0,0.4505,4.864,0.0,0.0,0.0,0.0,2.4582,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
150,1011LB,0.0,0.0,0.0,0.0,0.0,6.004,0.0,0.0,0.0,0.0,1.115,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
151,1011LC,0.0,0.0,0.0,0.0,0.0,6.004,0.0,0.0,0.0,0.0,1.115,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
152,1011LD,0.0,0.0,0.0,0.0,0.0,6.004,0.0,0.0,0.0,0.0,1.115,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
153,1011LE,0.0,0.0,0.0,0.0,0.0,6.004,0.0,0.0,0.0,0.0,1.115,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
154,1011LH,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
155,1011LJ,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
156,1011LK,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
157,1011LL,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
158,1011LM,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
159,1011LP,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
160,1011LR,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
161,1011LS,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
162,1011LT,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
163,1011LV,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
164,1011LW,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
165,1011LZ,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
166,1011MA,0.0,0.0,0.0,0.0,0.0,6.004,0.0,0.0,0.0,0.0,1.115,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
167,1011MB,0.0,1.0,0.0,0.0,0.0,6.004,0.0,0.0,0.0,0.0,1.115,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
168,1011MC,0.0,0.0,0.0,0.0,0.0,6.004,0.0,0.0,0.0,0.0,1.115,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
169,1011MG,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
170,1011MH,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
171,1011MJ,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
172,1011MK,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
173,1011ML,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
174,1011MN,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
175,1011MP,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
176,1011MR,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
177,1011MT,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
178,1011MV,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
179,1011MX,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
180,1011MZ,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
181,1011NA,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
182,1011NB,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
183,1011NC,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
184,1011ND,0.0,0.0,0.0,0.0,0.4239,7.3517,0.3183,0.0,0.0,0.0,2.5958,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
185,1011NE,0.0,0.0,0.0,0.0,0.0,6.004,0.0,0.0,0.0,0.0,1.115,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
186,1011NK,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
187,1011NN,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
188,1011NP,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
189,1011NR,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
190,1011NS,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
191,1011NV,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
192,1011NX,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
193,1011PA,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
194,1011PB,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
195,1011PC,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
196,1011PG,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
197,1011PL,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
198,1011PM,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
199,1011PT,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
200,1011PV,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
201,1011PW,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
202,1011RA,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
203,1011RB,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
204,1011RC,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
205,1011RE,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
206,1011RG,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
207,1011RH,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
208,1011RJ,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
209,1011RK,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
210,1011RL,0.0,1.0,1.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
211,1011RM,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
212,1011RN,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
213,1011RP,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
214,1011RR,0.0,0.0,0.0,0.0,1.048,10.1324,0.0,0.0,0.0,0.0,1.776,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
215,1011RS,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
216,1011RT,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
217,1011RV,0.0,0.0,0.0,0.0,0.4712,6.228,0.1219,0.0,0.0,0.0,0.543,367.0,187.0,475.0,540.0,2065.0,1645.0,1080.0,6200.0,45.0,28.0,27.1,49.3,50.8,23.0,26.2,47.6,0.034
